PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Checking Account,F,42,Married,Other
Credit Card,M,41,Married,Other
Credit Card,M,41,Married,Other
Checking Account,F,27,Single,Professional
Checking Account,F,65,Married,Retired
Checking Account,F,37,Single,Other
Money Market Account,M,30,Married,Other
Personal Loan,F,37,Married,Professional
Checking Account,F,37,Married,Professional
Checking Account,F,28,Single,Professional
Money Market Account,M,20,Single,Trades
Money Market Account,M,20,Single,Trades
Credit Card,M,55,Married,Other
Credit Card,M,55,Married,Other
Credit Card,M,55,Married,Other
Money Market Account,M,40,Married,Executive
Money Market Account,M,22,Single,Other
Checking Account,F,25,Married,Other
Money Market Account,M,43,Married,Other
Checking Account,F,24,Single,Other
Personal Loan,M,41,Single,Other
Personal Loan,M,41,Single,Other
Checking Account,F,36,Married,Other
Checking Account,F,36,Married,Other
Personal Loan,M,24,Single,Retail
Personal Loan,M,24,Single,Retail
Money Market Account,M,24,Single,Retail
Money Market Account,M,21,Single,Sales
Money Market Account,M,21,Single,Sales
Credit Card,M,41,Married,Trades
Personal Loan,F,26,Single,Student
Credit Card,M,49,Married,Retired
Credit Card,M,49,Married,Retired
Money Market Account,M,33,Married,Other
Citigold,M,33,Married,Other
Credit Card,M,58,Married,Trades
Credit Card,M,58,Married,Trades
Checking Account,M,36,Married,Professional
Credit Card,M,48,Married,Trades
Credit Card,M,48,Married,Trades
Checking Account,F,19,Single,Other
Personal Loan,F,25,Single,Other
Credit Card,M,55,Unspecified,Other
Credit Card,M,55,Unspecified,Other
Credit Card,M,55,Unspecified,Other
Money Market Account,F,43,Unspecified,Hospitality
Personal Loan,M,20,Single,Sales
Checking Account,F,41,Married,Professional
Checking Account,M,21,Single,Other
Credit Card,M,46,Married,Trades
Credit Card,F,32,Married,Other
Money Market Account,M,26,Single,Other
Checking Account,F,20,Single,Other
Money Market Account,F,19,Single,Hospitality
Money Market Account,F,19,Single,Hospitality
Money Market Account,F,19,Single,Hospitality
Money Market Account,F,19,Single,Hospitality
Credit Card,M,59,Married,Other
Personal Loan,M,45,Unspecified,Trades
Checking Account,F,45,Married,Executive
Money Market Account,M,40,Married,Executive
Money Market Account,M,40,Married,Executive
Money Market Account,M,41,Married,Executive
Money Market Account,M,41,Married,Executive
Personal Loan,F,30,Married,Professional
Checking Account,F,30,Married,Professional
Money Market Account,F,26,Married,Sales
Checking Account,F,26,Married,Sales
Personal Loan,M,26,Single,Trades
Money Market Account,M,29,Single,Other
Checking Account,F,34,Single,Professional
Checking Account,F,20,Single,Professional
Money Market Account,F,30,Married,Executive
Citigold,F,30,Married,Executive
Money Market Account,M,30,Married,Other
Checking Account,F,25,Single,Professional
Checking Account,F,25,Single,Professional
Money Market Account,F,25,Single,Professional
Money Market Account,F,45,Married,Hospitality
Money Market Account,F,45,Married,Hospitality
Money Market Account,F,45,Married,Hospitality
Money Market Account,M,37,Married,Executive
Money Market Account,M,37,Married,Executive
Money Market Account,M,37,Married,Executive
Money Market Account,M,37,Married,Executive
Personal Loan,F,38,Married,Other
Checking Account,F,28,Married,Executive
Checking Account,F,35,Single,Other
Checking Account,F,61,Married,Other
Citigold,F,61,Married,Other
Money Market Account,M,20,Single,Other
Money Market Account,M,20,Single,Other
Personal Loan,F,29,Single,Professional
Checking Account,F,22,Single,Other
Checking Account,F,37,Single,Other
Money Market Account,M,24,Single,Executive
Money Market Account,M,24,Single,Executive
Personal Loan,M,26,Married,Sales
Personal Loan,M,27,Single,Other
Checking Account,F,43,Married,Professional
Credit Card,F,59,Married,Other
Money Market Account,F,41,Married,Professional
Checking Account,F,41,Married,Professional
Money Market Account,F,30,Married,Other
Money Market Account,F,30,Married,Other
Money Market Account,F,30,Married,Other
Citigold,F,30,Married,Other
Money Market Account,M,30,Married,Other
Money Market Account,M,25,Single,Professional
Money Market Account,M,25,Single,Professional
Money Market Account,M,42,Married,Sales
Checking Account,F,45,Married,Professional
Money Market Account,F,38,Unspecified,Hospitality
Money Market Account,F,34,Married,Other
Money Market Account,M,20,Single,Trades
Money Market Account,M,20,Single,Trades
Checking Account,F,33,Single,Other
Money Market Account,F,31,Married,Executive
Citigold,F,31,Married,Executive
Personal Loan,M,28,Single,Trades
Money Market Account,M,35,Married,Trades
Money Market Account,M,35,Married,Trades
Money Market Account,M,40,Married,Other
Personal Loan,M,40,Married,Other
Checking Account,M,26,Married,Other
Checking Account,M,25,Married,Other
Checking Account,F,33,Married,Other
Checking Account,F,43,Married,Professional
Personal Loan,M,31,Single,Other
Personal Loan,M,37,Single,Professional
Checking Account,M,29,Single,Retail
Personal Loan,M,19,Single,Retail
Checking Account,F,59,Married,Other
Money Market Account,M,40,Married,Sales
Money Market Account,M,40,Married,Sales
Money Market Account,M,36,Married,Other
Money Market Account,F,44,Unspecified,Hospitality
Checking Account,M,37,Married,Other
Money Market Account,M,30,Married,Other
Checking Account,M,47,Married,Professional
Personal Loan,M,21,Single,Student
Personal Loan,M,21,Single,Student
Personal Loan,M,21,Single,Student
Checking Account,F,47,Unspecified,Hospitality
Personal Loan,F,24,Unspecified,Other
Money Market Account,F,44,Married,Retired
Checking Account,F,44,Married,Retired
Money Market Account,M,35,Married,Executive
Credit Card,M,58,Married,Other
Personal Loan,M,39,Single,Professional
Personal Loan,M,39,Single,Professional
Personal Loan,M,39,Single,Professional
Personal Loan,M,39,Single,Professional
Money Market Account,F,39,Married,Other
Money Market Account,M,32,Single,Student
Checking Account,M,32,Single,Student
Money Market Account,M,32,Single,Student
Checking Account,F,27,Single,Professional
Checking Account,F,25,Married,Sales
Checking Account,F,25,Single,Professional
Checking Account,F,31,Married,Other
Personal Loan,M,28,Single,Trades
Personal Loan,M,28,Single,Trades
Money Market Account,F,36,Unspecified,Hospitality
Money Market Account,M,34,Single,Student
Money Market Account,M,29,Single,Professional
Money Market Account,M,29,Single,Professional
Money Market Account,F,44,Married,Other
Citigold,F,44,Married,Other
Money Market Account,M,26,Married,Executive
Checking Account,M,36,Married,Professional
Checking Account,M,36,Married,Professional
Checking Account,M,36,Married,Professional
Personal Loan,F,26,Single,Professional
Citigold,F,26,Single,Professional
Checking Account,F,37,Married,Executive
Money Market Account,M,40,Married,Executive
Money Market Account,M,40,Married,Executive
Money Market Account,M,40,Married,Executive
Money Market Account,M,34,Married,Executive
Money Market Account,M,32,Married,Trades
Money Market Account,M,32,Married,Trades
Personal Loan,F,28,Unspecified,Professional
Personal Loan,F,28,Unspecified,Professional
Personal Loan,F,28,Unspecified,Professional
Checking Account,F,28,Unspecified,Professional
Money Market Account,F,45,Married,Hospitality
Money Market Account,F,45,Married,Hospitality
Personal Loan,F,45,Married,Hospitality
Personal Loan,F,45,Married,Hospitality
Money Market Account,M,20,Single,Student
Money Market Account,M,20,Single,Student
Money Market Account,M,20,Single,Student
Money Market Account,M,20,Single,Student
Money Market Account,M,42,Married,Trades
Money Market Account,F,34,Married,Executive
Money Market Account,M,28,Single,Other
Money Market Account,M,28,Single,Other
Personal Loan,M,25,Single,Sales
Money Market Account,M,19,Single,Trades
Money Market Account,M,19,Single,Trades
Checking Account,F,38,Married,Executive
Money Market Account,M,19,Single,Professional
Money Market Account,M,19,Single,Professional
Money Market Account,M,19,Single,Professional
Credit Card,M,30,Single,Trades
Money Market Account,M,30,Single,Trades
Checking Account,M,30,Single,Trades
Checking Account,F,39,Single,Professional
Money Market Account,F,32,Married,Other
Citigold,F,32,Married,Other
Money Market Account,M,39,Married,Executive
Money Market Account,F,49,Married,Other
Money Market Account,F,41,Married,Executive
Money Market Account,M,31,Single,Other
Money Market Account,M,31,Single,Other
Money Market Account,M,34,Unspecified,Sales
Credit Card,M,34,Unspecified,Sales
Money Market Account,M,30,Married,Trades
Checking Account,M,18,Single,Student
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Checking Account,M,37,Married,Professional
Checking Account,F,31,Single,Other
Checking Account,M,20,Single,Student
Money Market Account,M,35,Married,Executive
Money Market Account,M,35,Married,Executive
Personal Loan,M,35,Married,Executive
Personal Loan,M,35,Married,Executive
Money Market Account,M,31,Married,Other
Personal Loan,M,31,Married,Other
Personal Loan,M,31,Married,Other
Personal Loan,M,31,Married,Other
Personal Loan,M,40,Single,Other
Money Market Account,M,19,Single,Professional
Money Market Account,M,19,Single,Professional
Money Market Account,F,23,Married,Retail
Money Market Account,F,23,Married,Retail
Checking Account,F,21,Single,Other
Personal Loan,M,37,Single,Other
Credit Card,M,42,Married,Trades
Credit Card,M,42,Married,Trades
Money Market Account,F,38,Married,Other
Money Market Account,M,27,Single,Trades
Money Market Account,M,27,Single,Trades
Money Market Account,M,35,Married,Other
Money Market Account,M,35,Married,Other
Citigold,F,34,Married,Other
Personal Loan,F,29,Single,Other
Personal Loan,F,29,Single,Other
Money Market Account,F,43,Married,Other
Money Market Account,F,43,Married,Other
Money Market Account,M,37,Married,Sales
Money Market Account,M,37,Married,Sales
Money Market Account,F,49,Married,Other
Checking Account,F,26,Single,Professional
Personal Loan,M,28,Single,Sales
Money Market Account,M,28,Single,Sales
Checking Account,F,27,Married,Executive
Money Market Account,F,41,Married,Executive
Money Market Account,M,27,Single,Sales
Money Market Account,F,33,Single,Retail
Money Market Account,F,33,Single,Retail
Money Market Account,F,33,Single,Retail
Citigold,F,33,Single,Retail
Checking Account,F,33,Single,Retail
Money Market Account,F,43,Married,Other
Checking Account,F,29,Married,Sales
Credit Card,M,45,Married,Retired
Credit Card,M,45,Married,Retired
Checking Account,F,32,Single,Other
Money Market Account,F,39,Married,Other
Checking Account,M,28,Married,Professional
Money Market Account,M,26,Married,Other
Personal Loan,M,26,Married,Other
Personal Loan,M,26,Married,Other
Money Market Account,F,45,Married,Other
Citigold,F,45,Married,Other
Money Market Account,F,41,Married,Other
Money Market Account,F,41,Married,Other
Personal Loan,F,27,Married,Other
Money Market Account,M,33,Married,Executive
Money Market Account,M,33,Married,Executive
Checking Account,F,31,Single,Professional
Money Market Account,F,35,Unspecified,Other
Money Market Account,F,35,Unspecified,Other
Citigold,F,35,Unspecified,Other
Citigold,F,29,Single,Other
Checking Account,F,29,Single,Other
Money Market Account,F,46,Married,Other
Money Market Account,M,29,Single,Professional
Money Market Account,M,29,Single,Other
Checking Account,F,25,Single,Other
Checking Account,F,23,Single,Professional
Checking Account,F,28,Single,Professional
Money Market Account,F,50,Married,Professional
Personal Loan,M,26,Married,Other
Personal Loan,M,26,Married,Other
Money Market Account,M,43,Married,Other
Money Market Account,M,37,Married,Other
Checking Account,M,37,Married,Other
Checking Account,F,28,Married,Sales
Personal Loan,M,40,Married,Other
Money Market Account,M,40,Married,Other
Checking Account,M,40,Married,Other
Checking Account,F,53,Married,Retail
Money Market Account,M,30,Single,Student
Money Market Account,M,30,Single,Student
Checking Account,F,38,Married,Professional
Checking Account,F,45,Unspecified,Hospitality
Credit Card,M,54,Married,Professional
Credit Card,M,54,Married,Professional
Money Market Account,M,41,Married,Sales
Money Market Account,M,41,Married,Sales
Checking Account,F,67,Married,Other
Checking Account,F,32,Single,Professional
Credit Card,F,37,Married,Other
Credit Card,F,37,Married,Other
Personal Loan,M,24,Single,Student
Money Market Account,M,24,Single,Student
Checking Account,F,21,Single,Sales
Checking Account,F,20,Single,Other
Checking Account,M,19,Single,Sales
Checking Account,F,20,Single,Professional
Checking Account,F,39,Single,Other
Money Market Account,M,26,Married,Sales
Personal Loan,M,24,Single,Retail
Personal Loan,M,24,Single,Retail
Money Market Account,M,24,Single,Retail
Checking Account,M,42,Married,Professional
Personal Loan,F,29,Single,Professional
Personal Loan,F,29,Single,Professional
Personal Loan,F,29,Single,Professional
Checking Account,F,20,Single,Other
Credit Card,F,20,Single,Other
Money Market Account,F,27,Single,Other
Money Market Account,F,20,Single,Other
Checking Account,F,39,Single,Retail
Money Market Account,M,25,Married,Sales
Checking Account,M,25,Married,Sales
Checking Account,F,38,Single,Other
Personal Loan,M,21,Single,Sales
Personal Loan,M,21,Single,Sales
Money Market Account,F,26,Married,Retail
Citigold,F,26,Married,Retail
Money Market Account,M,33,Married,Sales
