ID,TRANS_TYPE,GENDER,AGE,MARITAL_STATUS,PROFESSION
701,Not Fraud,F,66,Unspecified,Hospitality
702,Refer to Agent,M,43,Married,Other
703,Not Fraud,M,43,Married,Other
704,Not Fraud,F,37,Married,Executive
705,Not Fraud,M,43,Married,Other
706,Not Fraud,M,21,Single,Student
707,Not Fraud,M,42,Married,Other
708,Not Fraud,M,27,Single,Trades
709,Not Fraud,M,20,Single,Other
710,Not Fraud,M,20,Single,Other
711,Not Fraud,M,28,Single,Professional
712,Not Fraud,M,31,Married,Trades
713,Not Fraud,M,26,Single,Other
714,Not Fraud,M,23,Single,Sales
715,Not Fraud,F,35,Married,Other
716,Fraud,F,35,Married,Other
717,Refer to Agent,M,58,Married,Other
718,Not Fraud,F,49,Married,Other
719,Not Fraud,F,41,Married,Retired
720,Not Fraud,F,63,Married,Retired
721,Not Fraud,F,38,Married,Other
722,Not Fraud,F,30,Married,Hospitality
723,Not Fraud,F,27,Single,Other
724,Not Fraud,F,27,Single,Other
725,Not Fraud,M,33,Married,Sales
726,Not Fraud,M,33,Married,Sales
727,Not Fraud,M,44,Married,Other
728,Not Fraud,M,24,Single,Other
729,Not Fraud,M,24,Single,Other
730,Not Fraud,F,44,Married,Other
731,Fraud,F,44,Married,Other
732,Not Fraud,F,35,Married,Executive
733,Not Fraud,M,24,Single,Other
734,Not Fraud,M,24,Single,Other
735,Not Fraud,M,44,Married,Trades
736,Not Fraud,M,44,Married,Trades
737,Not Fraud,M,44,Married,Trades
738,Not Fraud,F,25,Single,Other
739,Not Fraud,F,25,Single,Other
740,Not Fraud,F,25,Single,Other
741,Not Fraud,F,25,Single,Other
742,Not Fraud,M,41,Single,Sales
743,Not Fraud,M,41,Single,Sales
744,Not Fraud,M,41,Single,Sales
745,Not Fraud,M,41,Single,Sales
746,Not Fraud,M,41,Single,Sales
747,Not Fraud,M,41,Single,Sales
748,Refer to Agent,M,40,Married,Professional
749,Not Fraud,F,39,Married,Executive
750,Not Fraud,M,40,Married,Executive
751,Not Fraud,M,40,Married,Executive
752,Not Fraud,F,43,Married,Other
753,Not Fraud,F,43,Married,Other
754,Not Fraud,M,40,Married,Professional
755,Not Fraud,M,24,Single,Student
756,Not Fraud,M,39,Single,Executive
757,Not Fraud,F,29,Single,Professional
758,Not Fraud,F,29,Single,Professional
759,Not Fraud,F,26,Single,Student
760,Not Fraud,M,27,Single,Trades
761,Not Fraud,M,27,Single,Trades
762,Not Fraud,M,27,Single,Trades
763,Not Fraud,M,22,Single,Trades
764,Not Fraud,F,37,Married,Executive
765,Not Fraud,M,33,Married,Executive
766,Not Fraud,F,25,Single,Retail
767,Not Fraud,M,33,Married,Executive
768,Not Fraud,M,43,Married,Executive
769,Not Fraud,M,42,Married,Executive
770,Not Fraud,M,25,Married,Other
771,Not Fraud,M,25,Married,Other
772,Not Fraud,M,24,Single,Trades
773,Not Fraud,M,24,Single,Trades
774,Not Fraud,F,38,Married,Executive
775,Not Fraud,F,28,Single,Professional
776,Not Fraud,F,37,Single,Other
777,Not Fraud,M,36,Single,Executive
778,Not Fraud,M,36,Single,Executive
779,Not Fraud,F,29,Single,Retail
780,Not Fraud,F,29,Single,Retail
781,Not Fraud,F,38,Married,Sales
782,Not Fraud,M,31,Married,Other
783,Not Fraud,M,34,Married,Other
784,Not Fraud,F,47,Married,Other
785,Fraud,F,47,Married,Other
786,Not Fraud,F,26,Married,Retail
787,Not Fraud,F,47,Married,Professional
788,Not Fraud,M,41,Married,Professional
789,Not Fraud,F,44,Married,Other
790,Refer to Agent,F,31,Married,Other
791,Refer to Agent,F,31,Married,Other
792,Not Fraud,F,23,Single,Student
793,Not Fraud,F,42,Unspecified,Hospitality
794,Not Fraud,F,44,Unspecified,Hospitality
795,Fraud,F,44,Unspecified,Hospitality
796,Refer to Agent,M,46,Married,Professional
797,Refer to Agent,M,46,Married,Professional
798,Refer to Agent,M,58,Married,Professional
799,Refer to Agent,M,58,Married,Professional
800,Not Fraud,M,28,Single,Other
801,Not Fraud,F,42,Married,Other
802,Not Fraud,F,42,Married,Other
803,Refer to Agent,M,41,Married,Other
804,Refer to Agent,M,41,Married,Other
805,Not Fraud,F,27,Single,Professional
806,Not Fraud,F,65,Married,Retired
807,Not Fraud,F,37,Single,Other
808,Not Fraud,M,30,Married,Other
809,Not Fraud,F,37,Married,Professional
810,Not Fraud,F,37,Married,Professional
811,Not Fraud,F,28,Single,Professional
812,Not Fraud,M,20,Single,Trades
813,Not Fraud,M,20,Single,Trades
814,Refer to Agent,M,55,Married,Other
815,Refer to Agent,M,55,Married,Other
816,Refer to Agent,M,55,Married,Other
817,Not Fraud,M,40,Married,Executive
818,Not Fraud,M,22,Single,Other
819,Not Fraud,F,25,Married,Other
820,Not Fraud,M,43,Married,Other
821,Not Fraud,F,24,Single,Other
822,Not Fraud,M,41,Single,Other
823,Not Fraud,M,41,Single,Other
824,Not Fraud,F,36,Married,Other
825,Not Fraud,F,36,Married,Other
826,Not Fraud,M,24,Single,Retail
827,Not Fraud,M,24,Single,Retail
828,Not Fraud,M,24,Single,Retail
829,Not Fraud,M,21,Single,Sales
830,Not Fraud,M,21,Single,Sales
831,Refer to Agent,M,41,Married,Trades
832,Not Fraud,F,26,Single,Student
833,Refer to Agent,M,49,Married,Retired
834,Refer to Agent,M,49,Married,Retired
835,Not Fraud,M,33,Married,Other
836,Fraud,M,33,Married,Other
837,Refer to Agent,M,58,Married,Trades
838,Refer to Agent,M,58,Married,Trades
839,Not Fraud,M,36,Married,Professional
840,Refer to Agent,M,48,Married,Trades
841,Refer to Agent,M,48,Married,Trades
842,Not Fraud,F,19,Single,Other
843,Not Fraud,F,25,Single,Other
844,Refer to Agent,M,55,Unspecified,Other
845,Refer to Agent,M,55,Unspecified,Other
846,Refer to Agent,M,55,Unspecified,Other
847,Not Fraud,F,43,Unspecified,Hospitality
848,Not Fraud,M,20,Single,Sales
849,Not Fraud,F,41,Married,Professional
850,Not Fraud,M,21,Single,Other
851,Refer to Agent,M,46,Married,Trades
852,Refer to Agent,F,32,Married,Other
853,Not Fraud,M,26,Single,Other
854,Not Fraud,F,20,Single,Other
855,Not Fraud,F,19,Single,Hospitality
856,Not Fraud,F,19,Single,Hospitality
857,Not Fraud,F,19,Single,Hospitality
858,Not Fraud,F,19,Single,Hospitality
859,Refer to Agent,M,59,Married,Other
860,Not Fraud,M,45,Unspecified,Trades
861,Not Fraud,F,45,Married,Executive
862,Not Fraud,M,40,Married,Executive
863,Not Fraud,M,40,Married,Executive
864,Not Fraud,M,41,Married,Executive
865,Not Fraud,M,41,Married,Executive
866,Not Fraud,F,30,Married,Professional
867,Not Fraud,F,30,Married,Professional
868,Not Fraud,F,26,Married,Sales
869,Not Fraud,F,26,Married,Sales
870,Not Fraud,M,26,Single,Trades
871,Not Fraud,M,29,Single,Other
872,Not Fraud,F,34,Single,Professional
873,Not Fraud,F,20,Single,Professional
874,Not Fraud,F,30,Married,Executive
875,Fraud,F,30,Married,Executive
876,Not Fraud,M,30,Married,Other
877,Not Fraud,F,25,Single,Professional
878,Not Fraud,F,25,Single,Professional
879,Not Fraud,F,25,Single,Professional
880,Not Fraud,F,45,Married,Hospitality
881,Not Fraud,F,45,Married,Hospitality
882,Not Fraud,F,45,Married,Hospitality
883,Not Fraud,M,37,Married,Executive
884,Not Fraud,M,37,Married,Executive
885,Not Fraud,M,37,Married,Executive
886,Not Fraud,M,37,Married,Executive
887,Not Fraud,F,38,Married,Other
888,Not Fraud,F,28,Married,Executive
889,Not Fraud,F,35,Single,Other
890,Not Fraud,F,61,Married,Other
891,Fraud,F,61,Married,Other
892,Not Fraud,M,20,Single,Other
893,Not Fraud,M,20,Single,Other
894,Not Fraud,F,29,Single,Professional
895,Not Fraud,F,22,Single,Other
896,Not Fraud,F,37,Single,Other
897,Not Fraud,M,24,Single,Executive
898,Not Fraud,M,24,Single,Executive
899,Not Fraud,M,26,Married,Sales
900,Not Fraud,M,27,Single,Other
901,Not Fraud,F,43,Married,Professional
902,Refer to Agent,F,59,Married,Other
903,Not Fraud,F,41,Married,Professional
904,Not Fraud,F,41,Married,Professional
905,Not Fraud,F,30,Married,Other
906,Not Fraud,F,30,Married,Other
907,Not Fraud,F,30,Married,Other
908,Fraud,F,30,Married,Other
909,Not Fraud,M,30,Married,Other
910,Not Fraud,M,25,Single,Professional
911,Not Fraud,M,25,Single,Professional
912,Not Fraud,M,42,Married,Sales
913,Not Fraud,F,45,Married,Professional
914,Not Fraud,F,38,Unspecified,Hospitality
915,Not Fraud,F,34,Married,Other
916,Not Fraud,M,20,Single,Trades
917,Not Fraud,M,20,Single,Trades
918,Not Fraud,F,33,Single,Other
919,Not Fraud,F,31,Married,Executive
920,Fraud,F,31,Married,Executive
921,Not Fraud,M,28,Single,Trades
922,Not Fraud,M,35,Married,Trades
923,Not Fraud,M,35,Married,Trades
924,Not Fraud,M,40,Married,Other
925,Not Fraud,M,40,Married,Other
926,Not Fraud,M,26,Married,Other
927,Not Fraud,M,25,Married,Other
928,Not Fraud,F,33,Married,Other
929,Not Fraud,F,43,Married,Professional
930,Not Fraud,M,31,Single,Other
931,Not Fraud,M,37,Single,Professional
932,Not Fraud,M,29,Single,Retail
933,Not Fraud,M,19,Single,Retail
934,Not Fraud,F,59,Married,Other
935,Not Fraud,M,40,Married,Sales
936,Not Fraud,M,40,Married,Sales
937,Not Fraud,M,36,Married,Other
938,Not Fraud,F,44,Unspecified,Hospitality
939,Not Fraud,M,37,Married,Other
940,Not Fraud,M,30,Married,Other
941,Not Fraud,M,47,Married,Professional
942,Not Fraud,M,21,Single,Student
943,Not Fraud,M,21,Single,Student
944,Not Fraud,M,21,Single,Student
945,Not Fraud,F,47,Unspecified,Hospitality
946,Not Fraud,F,24,Unspecified,Other
947,Not Fraud,F,44,Married,Retired
948,Not Fraud,F,44,Married,Retired
949,Not Fraud,M,35,Married,Executive
950,Refer to Agent,M,58,Married,Other
951,Not Fraud,M,39,Single,Professional
952,Not Fraud,M,39,Single,Professional
953,Not Fraud,M,39,Single,Professional
954,Not Fraud,M,39,Single,Professional
955,Not Fraud,F,39,Married,Other
956,Not Fraud,M,32,Single,Student
957,Not Fraud,M,32,Single,Student
958,Not Fraud,M,32,Single,Student
959,Not Fraud,F,27,Single,Professional
960,Not Fraud,F,25,Married,Sales
961,Not Fraud,F,25,Single,Professional
962,Not Fraud,F,31,Married,Other
963,Not Fraud,M,28,Single,Trades
964,Not Fraud,M,28,Single,Trades
965,Not Fraud,F,36,Unspecified,Hospitality
966,Not Fraud,M,34,Single,Student
967,Not Fraud,M,29,Single,Professional
968,Not Fraud,M,29,Single,Professional
969,Not Fraud,F,44,Married,Other
970,Fraud,F,44,Married,Other
971,Not Fraud,M,26,Married,Executive
972,Not Fraud,M,36,Married,Professional
973,Not Fraud,M,36,Married,Professional
974,Not Fraud,M,36,Married,Professional
975,Not Fraud,F,26,Single,Professional
976,Fraud,F,26,Single,Professional
977,Not Fraud,F,37,Married,Executive
978,Not Fraud,M,40,Married,Executive
979,Not Fraud,M,40,Married,Executive
980,Not Fraud,M,40,Married,Executive
981,Not Fraud,M,34,Married,Executive
982,Not Fraud,M,32,Married,Trades
983,Not Fraud,M,32,Married,Trades
984,Not Fraud,F,28,Unspecified,Professional
985,Not Fraud,F,28,Unspecified,Professional
986,Not Fraud,F,28,Unspecified,Professional
987,Not Fraud,F,28,Unspecified,Professional
988,Not Fraud,F,45,Married,Hospitality
989,Not Fraud,F,45,Married,Hospitality
990,Not Fraud,F,45,Married,Hospitality
991,Not Fraud,F,45,Married,Hospitality
992,Not Fraud,M,20,Single,Student
993,Not Fraud,M,20,Single,Student
994,Not Fraud,M,20,Single,Student
995,Not Fraud,M,20,Single,Student
996,Not Fraud,M,42,Married,Trades
997,Not Fraud,F,34,Married,Executive
998,Not Fraud,M,28,Single,Other
999,Not Fraud,M,28,Single,Other
1000,Not Fraud,M,25,Single,Sales
1001,Not Fraud,M,19,Single,Trades
1002,Not Fraud,M,19,Single,Trades
1003,Not Fraud,F,38,Married,Executive
1004,Not Fraud,M,19,Single,Professional
1005,Not Fraud,M,19,Single,Professional
1006,Not Fraud,M,19,Single,Professional
1007,Refer to Agent,M,30,Single,Trades
1008,Not Fraud,M,30,Single,Trades
1009,Not Fraud,M,30,Single,Trades
1010,Not Fraud,F,39,Single,Professional
1011,Not Fraud,F,32,Married,Other
1012,Fraud,F,32,Married,Other
1013,Not Fraud,M,39,Married,Executive
1014,Not Fraud,F,49,Married,Other
1015,Not Fraud,F,41,Married,Executive
1016,Not Fraud,M,31,Single,Other
1017,Not Fraud,M,31,Single,Other
1018,Not Fraud,M,34,Unspecified,Sales
1019,Refer to Agent,M,34,Unspecified,Sales
1020,Not Fraud,M,30,Married,Trades
1021,Not Fraud,M,18,Single,Student
1022,Not Fraud,M,30,Married,Other
1023,Not Fraud,M,30,Married,Other
1024,Not Fraud,M,37,Married,Professional
1025,Not Fraud,F,31,Single,Other
1026,Not Fraud,M,20,Single,Student
1027,Not Fraud,M,35,Married,Executive
1028,Not Fraud,M,35,Married,Executive
1029,Not Fraud,M,35,Married,Executive
1030,Not Fraud,M,35,Married,Executive
1031,Not Fraud,M,31,Married,Other
1032,Not Fraud,M,31,Married,Other
1033,Not Fraud,M,31,Married,Other
1034,Not Fraud,M,31,Married,Other
1035,Not Fraud,M,40,Single,Other
1036,Not Fraud,M,19,Single,Professional
1037,Not Fraud,M,19,Single,Professional
1038,Not Fraud,F,23,Married,Retail
1039,Not Fraud,F,23,Married,Retail
1040,Not Fraud,F,21,Single,Other
1041,Not Fraud,M,37,Single,Other
1042,Refer to Agent,M,42,Married,Trades
1043,Refer to Agent,M,42,Married,Trades
1044,Not Fraud,F,38,Married,Other
1045,Not Fraud,M,27,Single,Trades
1046,Not Fraud,M,27,Single,Trades
1047,Not Fraud,M,35,Married,Other
1048,Not Fraud,M,35,Married,Other
1049,Fraud,F,34,Married,Other
1050,Not Fraud,F,29,Single,Other
1051,Not Fraud,F,29,Single,Other
1052,Not Fraud,F,43,Married,Other
1053,Not Fraud,F,43,Married,Other
1054,Not Fraud,M,37,Married,Sales
1055,Not Fraud,M,37,Married,Sales
1056,Not Fraud,F,49,Married,Other
1057,Not Fraud,F,26,Single,Professional
1058,Not Fraud,M,28,Single,Sales
1059,Not Fraud,M,28,Single,Sales
1060,Not Fraud,F,27,Married,Executive
1061,Not Fraud,F,41,Married,Executive
1062,Not Fraud,M,27,Single,Sales
1063,Not Fraud,F,33,Single,Retail
1064,Not Fraud,F,33,Single,Retail
1065,Not Fraud,F,33,Single,Retail
1066,Fraud,F,33,Single,Retail
1067,Not Fraud,F,33,Single,Retail
1068,Not Fraud,F,43,Married,Other
1069,Not Fraud,F,29,Married,Sales
1070,Refer to Agent,M,45,Married,Retired
1071,Refer to Agent,M,45,Married,Retired
1072,Not Fraud,F,32,Single,Other
1073,Not Fraud,F,39,Married,Other
1074,Not Fraud,M,28,Married,Professional
1075,Not Fraud,M,26,Married,Other
1076,Not Fraud,M,26,Married,Other
1077,Not Fraud,M,26,Married,Other
1078,Not Fraud,F,45,Married,Other
1079,Fraud,F,45,Married,Other
1080,Not Fraud,F,41,Married,Other
1081,Not Fraud,F,41,Married,Other
1082,Not Fraud,F,27,Married,Other
1083,Not Fraud,M,33,Married,Executive
1084,Not Fraud,M,33,Married,Executive
1085,Not Fraud,F,31,Single,Professional
1086,Not Fraud,F,35,Unspecified,Other
1087,Not Fraud,F,35,Unspecified,Other
1088,Fraud,F,35,Unspecified,Other
1089,Fraud,F,29,Single,Other
1090,Not Fraud,F,29,Single,Other
1091,Not Fraud,F,46,Married,Other
1092,Not Fraud,M,29,Single,Professional
1093,Not Fraud,M,29,Single,Other
1094,Not Fraud,F,25,Single,Other
1095,Not Fraud,F,23,Single,Professional
1096,Not Fraud,F,28,Single,Professional
1097,Not Fraud,F,50,Married,Professional
1098,Not Fraud,M,26,Married,Other
1099,Not Fraud,M,26,Married,Other
1100,Not Fraud,M,43,Married,Other
1101,Not Fraud,M,37,Married,Other
1102,Not Fraud,M,37,Married,Other
1103,Not Fraud,F,28,Married,Sales
1104,Not Fraud,M,40,Married,Other
1105,Not Fraud,M,40,Married,Other
1106,Not Fraud,M,40,Married,Other
1107,Not Fraud,F,53,Married,Retail
1108,Not Fraud,M,30,Single,Student
1109,Not Fraud,M,30,Single,Student
1110,Not Fraud,F,38,Married,Professional
1111,Not Fraud,F,45,Unspecified,Hospitality
1112,Refer to Agent,M,54,Married,Professional
1113,Refer to Agent,M,54,Married,Professional
1114,Not Fraud,M,41,Married,Sales
1115,Not Fraud,M,41,Married,Sales
1116,Not Fraud,F,67,Married,Other
1117,Not Fraud,F,32,Single,Professional
1118,Refer to Agent,F,37,Married,Other
1119,Refer to Agent,F,37,Married,Other
1120,Not Fraud,M,24,Single,Student
1121,Not Fraud,M,24,Single,Student
1122,Not Fraud,F,21,Single,Sales
1123,Not Fraud,F,20,Single,Other
1124,Not Fraud,M,19,Single,Sales
1125,Not Fraud,F,20,Single,Professional
1126,Not Fraud,F,39,Single,Other
1127,Not Fraud,M,26,Married,Sales
1128,Not Fraud,M,24,Single,Retail
1129,Not Fraud,M,24,Single,Retail
1130,Not Fraud,M,24,Single,Retail
1131,Not Fraud,M,42,Married,Professional
1132,Not Fraud,F,29,Single,Professional
1133,Not Fraud,F,29,Single,Professional
1134,Not Fraud,F,29,Single,Professional
1135,Not Fraud,F,20,Single,Other
1136,Refer to Agent,F,20,Single,Other
1137,Not Fraud,F,27,Single,Other
1138,Not Fraud,F,20,Single,Other
1139,Not Fraud,F,39,Single,Retail
1140,Not Fraud,M,25,Married,Sales
1141,Not Fraud,M,25,Married,Sales
1142,Not Fraud,F,38,Single,Other
1143,Not Fraud,M,21,Single,Sales
1144,Not Fraud,M,21,Single,Sales
1145,Not Fraud,F,26,Married,Retail
1146,Fraud,F,26,Married,Retail
1147,Not Fraud,M,33,Married,Sales
1148,Fraud,M,33,Married,Sales
1149,Not Fraud,M,25,Single,Sales
1150,Not Fraud,M,25,Single,Sales
1151,Not Fraud,F,46,Unspecified,Sales
1152,Not Fraud,M,36,Married,Other
1153,Not Fraud,M,27,Single,Trades
1154,Not Fraud,M,27,Single,Trades
1155,Refer to Agent,M,39,Married,Sales
1156,Refer to Agent,M,39,Married,Sales
1157,Refer to Agent,M,39,Married,Sales
1158,Not Fraud,F,29,Married,Sales
1159,Not Fraud,F,24,Single,Professional
1160,Not Fraud,F,35,Married,Other
1161,Not Fraud,M,39,Married,Sales
1162,Not Fraud,M,39,Married,Sales
1163,Not Fraud,M,39,Married,Sales
1164,Not Fraud,M,39,Married,Sales
1165,Not Fraud,M,26,Single,Trades
1166,Not Fraud,F,25,Single,Other
1167,Refer to Agent,M,56,Married,Other
1168,Refer to Agent,M,56,Married,Other
1169,Not Fraud,M,43,Married,Other
1170,Not Fraud,M,25,Single,Other
1171,Not Fraud,M,25,Single,Other
1172,Not Fraud,M,55,Married,Other
1173,Not Fraud,M,55,Married,Other
1174,Not Fraud,F,22,Single,Student
1175,Not Fraud,M,46,Unspecified,Trades
1176,Not Fraud,M,46,Unspecified,Trades
1177,Not Fraud,F,47,Married,Executive
1178,Not Fraud,F,47,Married,Executive
1179,Not Fraud,F,26,Married,Other
1180,Not Fraud,M,27,Single,Sales
1181,Not Fraud,M,27,Single,Sales
1182,Not Fraud,F,21,Single,Other
1183,Not Fraud,F,19,Single,Retail
1184,Not Fraud,F,28,Married,Other
1185,Not Fraud,F,37,Married,Other
1186,Not Fraud,F,23,Married,Other
1187,Not Fraud,M,20,Single,Trades
1188,Not Fraud,F,30,Married,Other
1189,Not Fraud,F,63,Married,Other
1190,Not Fraud,M,37,Married,Trades
1191,Not Fraud,M,37,Married,Trades
1192,Not Fraud,F,26,Single,Professional
1193,Not Fraud,F,37,Single,Other
1194,Not Fraud,F,37,Single,Other
1195,Refer to Agent,M,40,Married,Trades
1196,Refer to Agent,M,40,Married,Trades
1197,Not Fraud,M,31,Married,Other
1198,Not Fraud,F,36,Married,Sales
1199,Not Fraud,F,37,Single,Other
1200,Not Fraud,F,33,Single,Professional
1201,Not Fraud,M,35,Married,Sales
1202,Not Fraud,M,35,Married,Sales
1203,Not Fraud,M,35,Married,Sales
1204,Not Fraud,F,34,Single,Retail
1205,Fraud,F,34,Single,Retail
1206,Not Fraud,F,27,Single,Other
1207,Not Fraud,M,31,Married,Executive
1208,Not Fraud,F,25,Single,Retail
1209,Refer to Agent,M,54,Married,Other
1210,Refer to Agent,M,54,Married,Other
1211,Not Fraud,F,31,Single,Professional
1212,Not Fraud,F,38,Married,Other
1213,Not Fraud,F,31,Married,Executive
1214,Fraud,F,31,Married,Executive
1215,Refer to Agent,M,50,Married,Other
1216,Not Fraud,F,30,Married,Other
1217,Refer to Agent,F,30,Married,Other
1218,Refer to Agent,M,45,Married,Trades
1219,Refer to Agent,M,45,Married,Trades
1220,Refer to Agent,M,45,Married,Trades
1221,Not Fraud,F,44,Unspecified,Hospitality
1222,Not Fraud,M,35,Married,Trades
1223,Not Fraud,M,35,Married,Trades
1224,Not Fraud,M,35,Married,Trades
1225,Not Fraud,M,22,Single,Student
1226,Not Fraud,F,29,Married,Executive
1227,Not Fraud,M,35,Married,Sales
1228,Not Fraud,M,35,Married,Sales
1229,Not Fraud,M,27,Single,Trades
1230,Not Fraud,M,33,Married,Executive
1231,Not Fraud,M,35,Married,Sales
1232,Not Fraud,F,37,Married,Professional
1233,Not Fraud,M,30,Married,Other
1234,Not Fraud,F,22,Married,Retail
1235,Not Fraud,M,29,Single,Other
1236,Not Fraud,F,32,Married,Executive
1237,Not Fraud,M,41,Married,Professional
1238,Not Fraud,F,22,Single,Other
1239,Not Fraud,F,33,Married,Other
